id|video_path|ground_true|label_prediction|description
167|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_896_x264.mp4|0|1|The presence of a red and blue striped object attached to the back of the car is unusual and could be considered a security threat.
168|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_897_x264.mp4|0|1|A person is lying on the floor in the middle of a restaurant, seemingly unconscious or injured, with their head down and arms outstretched. This is a highly unusual and potentially dangerous situation.
169|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_898_x264.mp4|0|1|A person in a red shirt is pointing a gun at a person sitting on a bench, which is an immediate security threat.
170|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_899_x264.mp4|0|1|A person is seen running towards the camera with a weapon in hand, appearing to be in a state of panic or distress.
171|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_900_x264.mp4|0|1|The person's erratic and quick movement towards the camera could indicate a potential threat or dangerous behavior.
172|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_901_x264.mp4|0|1|The car's sudden and violent movement, followed by a crash, indicates a clear and serious threat to security. This is highly unusual and dangerous behavior.
173|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_902_x264.mp4|0|1|The black car suddenly swerves to the right, causing the white car to crash into it. This behavior is highly unusual and dangerous, posing a serious threat to the safety of the drivers and pedestrians.
174|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_903_x264.mp4|0|1|The person's erratic and rapid movement across the intersection is highly unusual and could be considered dangerous.
175|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_904_x264.mp4|0|1|The person holding the sign is in a potentially dangerous position, as they are standing on the side of the road where vehicles are approaching.
176|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_905_x264.mp4|0|1|The person holding the red object appears to be in a threatening or dangerous position, which could indicate a potential security threat.
177|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_906_x264.mp4|0|1|The silver car is driving aggressively, making sharp turns and changing lanes, creating a clear security threat.
178|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_907_x264.mp4|0|0|
179|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_908_x264.mp4|0|1|The black car is making a sharp turn at the intersection, which is highly unusual and could be considered a potential security threat.
180|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_909_x264.mp4|0|1|The sudden swerving of the white car and the resulting crash are highly unusual and dangerous. This behavior is not part of normal driving patterns and poses a serious threat to the safety of the drivers and pedestrians.
181|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_910_x264.mp4|0|0|
182|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_911_x264.mp4|0|0|
183|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_912_x264.mp4|0|0|
184|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_913_x264.mp4|0|0|
185|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_914_x264.mp4|0|1|A person is running towards a black car, which is an immediate security threat as it could lead to physical violence or injury.
186|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_915_x264.mp4|0|1|The driver of the white SUV is following the bus at a very close distance, which could lead to a collision. The driver's behavior is not normal and poses a clear security threat.
187|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_923_x264.mp4|0|1|A person is seen running across the room, which is highly unusual and could be considered dangerous.
188|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_924_x264.mp4|0|1|The man walking towards the injured person could be attempting to assist or further harm the victim, indicating a clear and serious security threat.
189|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_925_x264.mp4|0|1|The person's erratic and potentially aggressive behavior makes this activity highly unusual and dangerous.
190|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_926_x264.mp4|0|1|The person's behavior is highly unusual and could indicate a threat or danger. The urgency and erratic movements suggest that the person might be trying to avoid something or someone.
191|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_927_x264.mp4|0|1|The person on the floor appears to be in a vulnerable position, and the person standing nearby is in a position that could be dangerous if they were to move.
192|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_928_x264.mp4|0|1|A woman is pointing a gun at a man in a store, indicating a clear and serious security threat.
193|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_929_x264.mp4|0|1|The individual holding the bottle is in a threatening or dangerous posture, suggesting a potential for violence or danger.
194|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_930_x264.mp4|0|0|
195|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_931_x264.mp4|0|1|A person holding a gun next to a parked car at a gas station, which is highly unusual and could be a security threat.
196|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_932_x264.mp4|0|0|
197|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_933_x264.mp4|0|0|
198|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_934_x264.mp4|0|0|
199|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_935_x264.mp4|0|1|A person is running or moving quickly in a public space, which could indicate a potential threat or dangerous behavior.
200|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_936_x264.mp4|0|1|A person in a yellow vest is running towards a group of people, who appear to be in a state of panic or distress. The person in the yellow vest is moving quickly and appears to be approaching the group.
201|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_937_x264.mp4|0|1|A person in a yellow vest is running towards a group of people, who appear to be in a state of panic or distress. The person in the yellow vest is moving quickly and appears to be approaching the group.
202|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_938_x264.mp4|0|0|
203|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_939_x264.mp4|0|0|
204|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_940_x264.mp4|0|0|
205|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_941_x264.mp4|0|1|A person is seen running across the parking lot, followed by a dog chasing after them. The person appears to be in a hurry and is moving quickly.
206|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_943_x264.mp4|0|1|The person's actions suggest they might be investigating something on the ground, which could be a threat or a dangerous situation.
207|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Normal_Videos_944_x264.mp4|0|1|A person is lying on the ground, seemingly injured, while others are gathered around them, some holding a phone and others looking concerned. The situation appears to be dangerous and requires immediate attention.
208|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents001_x264.mp4|1|1|The person's behavior and the presence of a weapon suggest a serious and immediate security threat.
209|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents002_x264.mp4|1|1|A person is hit by a car from behind, which is an immediate security threat and highly unusual in a dangerous way.
210|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents004_x264.mp4|1|1|The car's sudden and violent maneuver and crash into another vehicle is highly unusual and could be considered a serious threat to the safety of the individuals involved.
211|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents009_x264.mp4|1|1|A person is seen running across the street in front of a police truck, which could be considered a threat due to the presence of the police vehicle with lights on.
212|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents010_x264.mp4|1|0|
213|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents011_x264.mp4|1|1|The motorcycle's erratic behavior and the resulting crash are highly unusual and dangerous, indicating a clear security threat.
214|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents012_x264.mp4|1|1|A person is seen running across the street in front of a moving car, which is an immediate security threat.
215|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents016_x264.mp4|1|1|The person's sudden and erratic movement across the street is highly unusual and could be dangerous.
216|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents017_x264.mp4|1|1|A vehicle is seen driving erratically, veering off the road, and crashing into a barrier, causing debris to fly and smoke to rise. This is a highly unusual and dangerous activity.
217|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents019_x264.mp4|1|1|A person on a motorcycle collides with a parked car, causing it to tip over. This is a highly unusual and dangerous activity.
218|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents020_x264.mp4|1|1|The motorcyclist is injured and lying on the road, which could lead to further accidents or injuries if not attended to promptly.
219|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents021_x264.mp4|1|0|
220|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents022_x264.mp4|1|1|A person is lying on the ground in the middle of a road, appearing to be in distress or injured. This is highly unusual and potentially dangerous.
221|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents121_x264.mp4|1|1|A black car is seen flipping over on its side in a street, with debris scattered around. A person in a red jacket and blue hat approaches the overturned car. This is highly unusual and dangerous, as it involves a vehicle flipping over and a person approaching the scene. This is not a normal daily activity and poses a clear security threat.
222|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents122_x264.mp4|1|1|A car crashes into a parked car, which is an immediate security threat.
223|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents123_x264.mp4|1|1|The person's erratic and rapid movement across the crosswalk is highly unusual and could be considered dangerous.
224|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents124_x264.mp4|1|1|A person is seen running across the road, which is not a normal activity and could be considered dangerous.
225|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents125_x264.mp4|1|1|The car's sudden and violent behavior, especially the crash into the barrier, indicates a clear and serious threat to security. This is not a normal activity and poses a significant danger.
226|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents127_x264.mp4|1|1|The person in the red jacket is holding a potentially dangerous object, which could be a weapon or a tool that could be used for violence. This is highly unusual and could pose a serious security threat.
227|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents128_x264.mp4|1|1|The person lying on the ground with debris around them suggests a possible accident or injury, which is not a normal activity and could indicate a serious threat or danger.
228|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents131_x264.mp4|1|1|A person is lying on the ground in the middle of the street, seemingly unconscious or injured, with their arms and legs spread out. This is highly unusual and potentially dangerous.
229|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents132_x264.mp4|1|1|A black car reverses and causes a person to fall onto the road, posing a serious threat to the person's safety.
230|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/RoadAccidents133_x264.mp4|1|1|The sudden swerving of the white van and the resulting crash with the red car is an immediate security threat and highly unusual in a dangerous way.
231|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Robbery048_x264.mp4|1|1|The person is raising their arms in a gesture that could be interpreted as a threat or warning, which is highly unusual and potentially dangerous.
232|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Robbery050_x264.mp4|1|1|A person holding a long object that appears to be a weapon next to a parked vehicle, indicating a potential security threat.
233|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Robbery102_x264.mp4|1|1|The person's erratic movements and the potential for tripping or falling make this activity highly unusual and potentially dangerous.
234|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Robbery106_x264.mp4|1|1|A person is seen running towards a parked car, then stopping and pointing a gun at the car, which is an immediate security threat.
235|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Robbery137_x264.mp4|1|1|A person in a black hoodie is attempting to steal a laptop from a counter while another person in a black jacket stands nearby. This is a highly unusual and potentially dangerous activity.
236|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting002_x264.mp4|1|1|The behavior of the person being held appears to be unusual and could indicate a potential threat or danger. The person being held is not moving and appears to be in a vulnerable position.
237|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting004_x264.mp4|1|1|The person is gesturing with their hands and pointing directly at the camera, which is a clear indication of a potential threat.
238|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting007_x264.mp4|1|0|
239|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting008_x264.mp4|1|1|A person is lying on the floor in a store, seemingly injured or unconscious, with their legs bent and arms outstretched. This is highly unusual and potentially dangerous.
240|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting010_x264.mp4|1|1|The man is holding a weapon and pointing it towards a parked vehicle, which is a clear security threat.
241|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting011_x264.mp4|1|1|A person with a knife is threatening another person, which is an immediate security threat.
242|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting013_x264.mp4|1|0|
243|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting015_x264.mp4|1|1|The person in the white shirt is gesturing or pointing towards the security guard, which could be interpreted as threatening or aggressive behavior.
244|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting018_x264.mp4|1|1|A person is lying on the floor in a store aisle, appearing unconscious or injured, while another individual stands nearby, indicating a potential threat or accident.
245|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting019_x264.mp4|1|1|A person is lying on the ground near a car, appearing injured or unconscious, with another individual nearby, suggesting a potential threat or dangerous situation.
246|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting021_x264.mp4|1|1|The person's erratic and quick movement towards the camera suggests a potential threat or dangerous situation.
247|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting022_x264.mp4|1|1|A person in a red cap is pointing a gun at a seated individual, which is highly unusual and potentially dangerous.
248|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting024_x264.mp4|1|1|The person's hurried movement and the presence of a bag and backpack suggest they might be carrying something of importance or urgency.
249|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting026_x264.mp4|1|1|The person is holding a long object that could be used as a weapon, which is a clear security threat.
250|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting028_x264.mp4|1|1|The person's erratic and quick movement away from the counter area is highly unusual and could indicate a threat or dangerous situation.
251|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting032_x264.mp4|1|1|The person lying on the ground near the road is in a dangerous and potentially life-threatening situation, indicating a serious accident or injury.
252|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting033_x264.mp4|1|1|A person jumps over a parked car, which is highly unusual and could indicate a threat.
253|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting034_x264.mp4|1|1|A red car is driving on the street and suddenly veers off the road, hitting a parked car on the side of the road.
254|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting037_x264.mp4|1|0|
255|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting043_x264.mp4|1|1|The person is in a vulnerable position on the ground, which is highly unusual and potentially dangerous.
256|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting046_x264.mp4|1|1|The text indicates that a police officer reacts to a bank robbery and shoots at the suspect. This is an immediate security threat and highly unusual in a dangerous way, meeting the strict definition of an anomaly.
257|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting047_x264.mp4|1|1|The frames depict a shooting incident involving a Miami-Dade Police Officer and a growhouse suspect. The presence of a firearm and the immediate threat to life clearly indicate a serious and dangerous situation that would require an immediate security response.
258|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shooting048_x264.mp4|1|1|The man's behavior is highly unusual and could be considered a security threat. He is displaying signs of distress that could indicate he is in danger or experiencing a severe emotional or psychological issue.
259|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting001_x264.mp4|1|1|A person in an orange hoodie is aggressively pushing another individual against a counter, using physical force. This behavior is highly unusual and dangerous, posing a clear security threat.
260|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting004_x264.mp4|1|1|The person on the ground appears to be in distress, and the presence of multiple individuals gathered around them suggests a situation that could escalate quickly.
261|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting005_x264.mp4|1|1|The man in the green jacket is holding a knife, which is highly unusual and could be a security threat.
262|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting007_x264.mp4|1|1|The interaction between the two individuals appears to be concerning, as the person in yellow is holding a bag and seems to be in a position that could indicate they are about to take something from the seated individual. This could be a threat or a dangerous situation.
263|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting010_x264.mp4|1|1|The person is handling a bottle of alcohol in a store aisle, which is suspicious and could indicate a potential security threat.
264|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting015_x264.mp4|1|1|The person holding a weapon in a store is highly unusual and could be a security threat.
265|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting016_x264.mp4|1|1|The person is in a vulnerable position and appears to be in distress, which is highly unusual and potentially dangerous.
266|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting017_x264.mp4|1|1|The person in a red shirt is seen pulling out a knife and pointing it at the cashier, which is highly unusual and poses a serious threat.
267|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting020_x264.mp4|1|1|A person in a pink shirt is pushing another individual against a counter, indicating potential violence or aggression.
268|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting021_x264.mp4|1|1|Two individuals are engaged in a physical altercation, one being restrained by the other, who is using a piece of clothing as a makeshift weapon. This is an immediate security threat.
269|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting022_x264.mp4|1|1|One individual is holding a knife and appears to be threatening the other, which is an immediate security threat.
270|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting027_x264.mp4|1|0|
271|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting028_x264.mp4|1|1|The person's behavior is highly unusual and could be considered a threat. The person's actions are not typical of a customer in a store and could indicate a potential security threat.
272|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting029_x264.mp4|1|0|
273|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting031_x264.mp4|1|0|
274|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting033_x264.mp4|1|0|
275|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting034_x264.mp4|1|1|The person's body language and hurried movement suggest a potential threat or urgency, which is not typical behavior in a store setting.
276|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting037_x264.mp4|1|1|A person is seen holding a gun and pointing it at another person who is seated at a desk. The person with the gun appears to be in a threatening stance.
277|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting039_x264.mp4|1|1|The man is holding a long object that appears to be a weapon and is in a threatening stance, indicating a clear and serious security threat.
278|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting044_x264.mp4|1|1|The man is holding a gun and pointing it at the camera, which is an immediate security threat and highly unusual in a dangerous way.
279|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Shoplifting049_x264.mp4|1|1|A person is lying on the floor in a store, which is highly unusual and potentially dangerous.
280|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Stealing019_x264.mp4|1|1|The person is holding a gun and pointing it towards the ground, which is highly unusual and potentially dangerous.
281|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Stealing036_x264.mp4|1|1|The sudden acceleration and departure of the motorcycle from the parked car is highly unusual and could indicate a potential threat or dangerous behavior.
282|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Stealing058_x264.mp4|1|1|The person is holding a long object that appears to be a weapon or a tool, and is in a defensive or aggressive stance, which is highly unusual and potentially dangerous.
283|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Stealing062_x264.mp4|1|1|A person is seen running away from a police vehicle, which could be considered unusual and potentially alarming.
284|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Stealing079_x264.mp4|1|1|The person is struggling to open a gate with a motorcycle, which is highly unusual and potentially dangerous.
285|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Vandalism007_x264.mp4|1|1|A person is seen running across the road in front of a moving vehicle, which is an immediate security threat.
286|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Vandalism015_x264.mp4|1|1|The person is running towards a glass door with a large object in hand, which could potentially cause injury or damage.
287|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Vandalism017_x264.mp4|1|1|The person is holding a large object that resembles a weapon or tool in a public setting, which raises concerns about potential danger.
288|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Vandalism028_x264.mp4|1|1|The use of a tool to pry open a door or a lock on a vehicle is an immediate security threat as it could lead to theft or other dangerous situations.
289|/home/mchiesa/agenticvad/datasets/ucf_crime/videos/Vandalism036_x264.mp4|1|1|The person is displaying signs of distress and is near a counter where they might be able to access items or equipment, which could be considered a clear security threat.
